Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
10776592,"The Boy in the Suitcase (Nina Borg, #1)",Lene Kaaberbøl,"Kaaberbøl, Lene",Agnete Friis,"=""156947981X""","=""9781569479810""",5,3.61,Soho Crime,Hardcover,313,2011,2008,2019/07/07,2019/07/07,"2019, books-i-loved, fiction, mystery, novel, random-reading-project, women-authors, nordic-noir, translation, crime-fiction","2019 (#49), books-i-loved (#79), fiction (#266), mystery (#7), novel (#24), random-reading-project (#9), women-authors (#135), nordic-noir (#2), translation (#5), crime-fiction (#7)",read,,,,1,,,0,,,,,
9066304,Deadly Choices: How the Anti-Vaccine Movement Threatens Us All,Paul A. Offit,"Offit, Paul A.",,"=""0465021492""","=""9780465021499""",5,4.18,Basic Books,Hardcover,270,2010,2010,2017/10/28,2014/01/11,"science, 2017, best-of-2017","science (#23), 2017 (#62), best-of-2017 (#5)",read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.33,Scholastic Press,Hardcover,374,2008,2008,,2011/03/23,"children_and_ya, fiction","children_and_ya (#2), fiction (#83)",read,,,,1,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",5,4.49,Tor Books,Hardcover,572,2008,2008,2018/05/27,2017/09/17,"2018, books-i-loved, fiction, recommended-to-me","2018 (#29), books-i-loved (#55), fiction (#62), recommended-to-me (#5)",read,,,,1,,,0,,,,,
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Ros Ballaster","=""""","=""""",4,4.07,Penguin Books,Paperback,409,2003,1811,2016/03/16,2016/03/01,"classics, women-authors, 2016, fiction, re-read","classics (#47), women-authors (#22), 2016 (#9), fiction (#172), re-read (#1)",read,,,,2,,,0,,,,,
9150506,"You Are What You Speak: Grammar Grouches, Language Laws, and the Politics of Identity",Robert Lane Greene,"Greene, Robert Lane",,"=""0553807870""","=""9780553807875""",4,3.86,Delacorte Press,Hardcover,312,2011,2011,2015/01/08,2014/07/05,"language, 2015, books-i-loved","language (#5), 2015 (#1), books-i-loved (#27)",read,,,,1,,,0,,,,,
6506732,A Truth Universally Acknowledged: 33 Great Writers on Why We Read Jane Austen,Susannah Carson,"Carson, Susannah",Harold Bloom,"=""1400068053""","=""9781400068050""",3,3.92,Random House (NY),Hardcover,295,2009,2009,,2018/12/30,wont-finish,wont-finish (#7),wont-finish,,,,1,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",2,4.26,St. Martin's Press,Paperback,264,2004,1939,2019/02/06,2019/02/06,"2019, fiction, recommended-to-me, women-authors, crime-fiction, classic-and-golden-age-mystery","2019 (#8), fiction (#244), recommended-to-me (#35), women-authors (#118), crime-fiction (#13), classic-and-golden-age-mystery (#7)",read,,,,1,,,0,,,,,
7148831,The Hound of the Baskervilles (Sherlock Holmes #5),Arthur Conan Doyle,"Doyle, Arthur Conan",Christopher Frayling,"=""0141192437""","=""9780141192437""",5,4.12,Penguin Classics,Hardcover,240,2009,1901,2019/08/25,2019/08/25,"classics, crime-fiction, fiction, mystery, novel, 2019, books-i-loved, classic-and-golden-age-mystery","classics (#59), crime-fiction (#16), fiction (#275), mystery (#13), novel (#31), 2019 (#63), books-i-loved (#84), classic-and-golden-age-mystery (#6)",read,,,,1,,,0,,,,,
831916,"The Moving Toyshop (Gervase Fen, #3)",Edmund Crispin,"Crispin, Edmund",,"=""0140088172""","=""9780140088175""",5,3.83,Penguin Books,Paperback,208,1989,1946,2019/11/09,2019/10/27,"2019, best-of-2019, books-i-loved, booksale, crime-fiction, fiction, mystery, novel, classic-and-golden-age-mystery","2019 (#87), best-of-2019 (#11), books-i-loved (#90), booksale (#39), crime-fiction (#22), fiction (#291), mystery (#20), novel (#40), classic-and-golden-age-mystery (#1)",read,Wowza! Devoured this in a day and now want to read everything Crispin published. Phenomenal.,,,1,,,0,,,,,
236982,"Christmas Cookie Murder (A Lucy Stone Mystery, #6)",Leslie Meier,"Meier, Leslie",,"=""157566691X""","=""9781575666914""",4,3.83,Kensington,Paperback,256,2000,1999,2018/09/10,2018/09/06,"2018, fiction, women-authors, booksale, mystery","2018 (#59), fiction (#223), women-authors (#99), booksale (#33), mystery (#24)",read,A great light-hearted read. Realistic portrayl of mommy-life. Good for some chuckles and to clear your head.,,,1,,,0,,,,,
575010,"Mistletoe Murder (A Lucy Stone Mystery, #1)",Leslie Meier,"Meier, Leslie",,"=""0758203373""","=""9780758203373""",0,3.62,Kensington,Paperback,224,1998,1991,2018/08/18,2018/08/10,"2018, fiction, women-authors, mystery","2018 (#54), fiction (#219), women-authors (#98), mystery (#21)",read,,,,1,,,0,,,,,
51506,Wittgenstein's Mistress,David Markson,"Markson, David","Steven Moore, David Foster Wallace","=""1564782115""","=""9781564782113""",2,3.98,Dalkey Archive Press,Paperback,279,1988,1988,2019/10/24,2018/12/31,"2019, novel","2019 (#83), novel (#37)",read,,,,1,,,0,,,,,
15136,The Adventuress,Audrey Niffenegger,"Niffenegger, Audrey",,"=""081097052X""","=""9780810970526""",0,3.33,Abrams,Hardcover,144,2006,2006,2019/11/02,2019/11/02,"2019, graphic-novels-n-comics, women-authors","2019 (#85), graphic-novels-n-comics (#37), women-authors (#147)",read,,,,1,,,0,,,,,
17866,Glasshouse,Charles Stross,"Stross, Charles",,"=""0441014038""","=""9780441014033""",3,3.87,Ace Books,Hardcover,335,2006,2006,2015/05/10,2015/05/05,"bookclub, fiction, 2015, sci_fi","bookclub (#9), fiction (#24), 2015 (#14), sci_fi (#19)",read,,,,1,,,0,,,,,
90192,The House of the Seven Gables,Nathaniel Hawthorne,"Hawthorne, Nathaniel",Robert S. Levine,"=""0393924769""","=""9780393924763""",2,3.45,W. W. Norton & Company,Paperback,225,2005,1851,2019/10/01,2019/09/26,"2019, classics, fiction, novel","2019 (#77), classics (#62), fiction (#286), novel (#34)",read,"Only half as long as The Woman in White, but at least three times more boring. I definitely won't be seeking out any more Hawthorne to read anytime soon. There were some good points, but not enough to justify 300+ pages. In first three chapters, the most exciting thing that happens is a kid buys a piece of gingerbread (no I'm not joking). I expected the pace to pick up from there but it .... didn't. The five pages about the chickens was pretty good, but the 35 pages of is-this-character-dead-or-not ""suspense"" was agonizing. Spoiler alert: he's dead.",,,1,,,0,,,,,
34964998,When They Call You a Terrorist: A Black Lives Matter Memoir,Patrisse Khan-Cullors,"Khan-Cullors, Patrisse","Asha Bandele, Angela Y. Davis","=""1250171083""","=""9781250171085""",0,4.50,St. Martin's Press,Hardcover,257,2018,2018,,2019/09/29,wont-finish,wont-finish (#6),wont-finish,,,,0,,,0,,,,,
26240445,Patterns in Nature: Why the Natural World Looks the Way It Does,Philip Ball,"Ball, Philip",,"=""022633242X""","=""9780226332420""",0,4.14,University of Chicago Press,Hardcover,288,2016,2016,,2019/05/11,to-read-non-fiction,to-read-non-fiction (#12),to-read-non-fiction,,,,0,,,0,,,,,
28439317,"British Manor Murder (A Lucy Stone Mystery, #23)",Leslie Meier,"Meier, Leslie",,"=""0758277121""","=""9780758277121""",4,3.55,Kensington,ebook,304,2016,2016,2019/10/12,2019/10/10,"2019, crime-fiction, fiction, mystery, novel, women-authors","2019 (#80), crime-fiction (#20), fiction (#288), mystery (#17), novel (#35), women-authors (#145)",read,"I've been reading a lot of classic crime fiction and 19th century gothic novels, so was tempted to get on my high horse and give this a three star review. But I just couldn't. Sure, Leslie Meier is no Willie Collins or Dorothy L Sayers, but she's just so *real*. Even though her characters are two-dimensional, and her scenerios ridiculous (Tinker's Cove has a per capita death rate rivalling Chicago), Lucy Stone is just so realistic as a mother, wife, (and more recently grandmother) that I can't help identifying with her. This book makes a very interesting contrast, and a pleasant change of pace intellectually, to the classic manor house mysteries I've been reading. Meier puts the manor house, and its aristocratic family, firmly in the 21st century with a froo-froo ""prancer"" ballerina son, an Earl who cooks all the family dinners and drives a Range Rover, and a dismal financial situation that forces them to open their home to tourists to pay for repairs. A pleasant and relaxing read.",,,1,,,0,,,,,
1630968,Department of Dead Ends: 14 Stories,Roy Vickers,"Vickers, Roy",,"=""0486236692""","=""9780486236698""",0,3.62,Dover Publications,Paperback,277,1979,1954,,2019/10/07,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
805840,The Mummy Case Mystery,Dermot Morrah,"Morrah, Dermot",,"=""0060808845""","=""9780060808846""",0,3.86,HarperCollins Publishers,Paperback,320,1988,1933,,2019/10/04,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
26490905,Why Indigenous Literatures Matter,Daniel Heath Justice,"Justice, Daniel Heath",,"=""1771121769""","=""9781771121767""",0,4.64,Wilfrid Laurier University Press,Paperback,284,2018,2018,,2018/12/07,to-read-non-fiction,to-read-non-fiction (#11),to-read-non-fiction,,,,0,,,0,,,,,
306610,The Nations Within: The Past and Future of American Indian Sovereignty,Vine Deloria Jr.,"Jr., Vine Deloria",Clifford M. Lytle,"=""0292715986""","=""9780292715981""",0,3.86,University of Texas Press,Paperback,304,1998,1984,,2018/12/14,to-read-non-fiction,to-read-non-fiction (#10),to-read-non-fiction,,,,0,,,0,,,,,
7966474,In the Courts of the Conqueror: The 10 Worst Indian Law Cases Ever Decided,Walter Echo-Hawk,"Echo-Hawk, Walter",,"=""1936218011""","=""9781936218011""",0,4.56,Speaker's Corner,Hardcover,576,2010,2010,,2018/12/14,to-read-non-fiction,to-read-non-fiction (#9),to-read-non-fiction,,,,0,,,0,,,,,
19854583,Living Color: The Biological and Social Meaning of Skin Color,Nina G. Jablonski,"Jablonski, Nina G.",,"=""""","=""""",0,4.20,University of California Press,Kindle Edition,267,2012,2012,,2018/11/11,to-read-non-fiction,to-read-non-fiction (#8),to-read-non-fiction,,,,0,,,0,,,,,
29501432,Horror: A Literary History,Xavier Aldana  Reyes,"Reyes, Xavier Aldana",,"=""0712356088""","=""9780712356084""",0,4.14,British Library Publishing,Hardcover,232,2016,,,2019/09/17,to-read-non-fiction,to-read-non-fiction (#7),to-read-non-fiction,,,,0,,,0,,,,,
21433253,Manga Classics: Pride & Prejudice,Stacy King,"King, Stacy","Po Tse, Jane Austen","=""1927925185""","=""9781927925188""",2,4.15,Udon Entertainment,Paperback,377,2014,2014,2019/09/08,2019/09/07,"2019, classics-adaptation, fiction, graphic-novels-n-comics, link, translation, women-authors","2019 (#73), classics-adaptation (#5), fiction (#283), graphic-novels-n-comics (#35), link (#7), translation (#25), women-authors (#144)",read,"After thoroughly enjoying the Manga adaptation of Jane Eyre produced by this publisher, I was looking forward to this volume. It was a real letdown. The subtlety of the characters personalities and the complex dance of social rules wasn't captured at all. I also didn't like the art style. Bummer. But for sure one good point - Mr. Collin's character was soooo well done.",,,1,,,0,,,,,
50398,Northanger Abbey,Jane Austen,"Austen, Jane","Alfred MacAdam, Giuseppe Ierolli, Petra Zari","=""1593082649""","=""9781593082642""",5,3.82,Barnes & Noble Classics,Paperback,251,2005,1817,2019/09/08,2019/09/04,"re-read, 2019, books-i-loved, classics, fav-novels, favorites, fiction, novel, women-authors","re-read (#25), 2019 (#72), books-i-loved (#88), classics (#60), fav-novels (#2), favorites (#36), fiction (#282), novel (#32), women-authors (#143)",read,My favorite of Austen's works (but I've only read four). Quite a pleasant re-read. Heartily disagree with critical consensus that it's her weakest novel.,,,1,,,0,,,,,
18794453,Cappuccetto Rosso: Le due versioni di Charles Perrault e dei fratelli Grimm,Charles Perrault,"Perrault, Charles","Jacob Grimm, Wilhelm Grimm","=""1490346058""","=""9781490346052""",0,3.74,CreateSpace,Paperback,60,2013,1697,2015/03/26,2014/09/09,"italiano, 2015, fiction","italiano (#1), 2015 (#10), fiction (#149)",read,,,,1,,,0,,,,,
3273,Moloka'i (Moloka'i #1),Alan Brennert,"Brennert, Alan",,"=""0312304358""","=""9780312304355""",4,4.17,St. Martin's Griffin,Paperback,405,2004,2003,2017/05/30,2017/05/29,"2017, books-i-loved, favorites, booksale, fiction, recommended-to-me","2017 (#31), books-i-loved (#44), favorites (#19), booksale (#8), fiction (#194), recommended-to-me (#12)",read,,,,1,,,0,,,,,
36309646,House of Women,Sophie  Goldstein,"Goldstein, Sophie",,"=""""","=""""",4,3.42,Fantagraphics,Kindle Edition,200,2017,2017,2018/06/08,2018/06/08,"2018, women-authors, fiction, graphic-novels-n-comics","2018 (#33), women-authors (#86), fiction (#63), graphic-novels-n-comics (#25)",read,,,,1,,,0,,,,,
24819482,"Wake of Vultures (The Shadow, #1)",Lila Bowen,"Bowen, Lila",,"=""0316264318""","=""9780316264310""",5,3.90,Orbit,Hardcover,342,2015,2015,2019/08/31,2019/08/28,"2019, bookclub, books-i-loved, favorites, fiction, recommended-to-me, women-authors","2019 (#67), bookclub (#16), books-i-loved (#86), favorites (#35), fiction (#279), recommended-to-me (#40), women-authors (#142)",read,,,,1,,,0,,,,,
13414725,"Invisible Murder (Nina Borg, #2)",Lene Kaaberbøl,"Kaaberbøl, Lene","Agnete Friis, Tara Chace","=""1616951702""","=""9781616951702""",5,3.65,Soho Crime,Hardcover,352,2012,2010,2019/07/13,2019/07/08,"2019, fiction, women-authors, nordic-noir, translation, crime-fiction","2019 (#51), fiction (#268), women-authors (#137), nordic-noir (#1), translation (#4), crime-fiction (#6)",read,,,,1,,,0,,,,,
913882,"The Man Who Went Up in Smoke (Martin Beck, #2)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Joan Tate","=""0679745971""","=""9780679745976""",4,3.84,Vintage,Paperback,192,1976,1966,2019/08/02,2019/08/01,"2019, fiction, mystery, nordic-noir, novel, translation, crime-fiction","2019 (#56), fiction (#273), mystery (#11), nordic-noir (#6), novel (#29), translation (#1), crime-fiction (#3)",read,"I always feel a little cheated when I read a mystery and don't feel like I had access to the clues I needed to solve it until the last 20 pages. Well, this was one of those, but I oddly really really enjoyed it anyway. Maybe because of the fact that this is more a police procedural than a pure mystery, maybe the unique experience of reading a Swedish book in translation written in 1965 and set in Soviet Hungary, or maybe because the writing was just so god-damned funny. My second book in the series and sixth Nordic noir in the past month. I just can't put them down. Well worth a read, and only 170 pages so a fast burn.",,,1,,,0,,,,,
17737096,"Death of a Nightingale (Nina Borg, #3)",Lene Kaaberbøl,"Kaaberbøl, Lene","Agnete Friis, Elisabeth Kallick Dyssegaard","=""1616953047""","=""9781616953041""",5,3.62,Soho Crime,Hardcover,368,2013,2011,2019/08/04,2019/08/04,"2019, fiction, nordic-noir, novel, translation, women-authors, crime-fiction","2019 (#57), fiction (#274), nordic-noir (#7), novel (#30), translation (#20), women-authors (#138), crime-fiction (#2)",read,,,,1,,,0,,,,,
176755,God: A Biography,Jack Miles,"Miles, Jack",,"=""0679743685""","=""9780679743682""",5,3.92,Vintage,Paperback,464,1996,1995,,2011/03/26,religious,religious (#37),read,,,,1,,,0,,,,,
9534,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812565959""","=""9780812565959""",0,3.95,Tor Books,Mass Market Paperback,451,2001,2000,,2019/08/10,,,read,,,,1,,,0,,,,,
36598350,The Devil's Grin (Anna Kronberg Thriller #2),Annelie Wendeberg,"Wendeberg, Annelie",,"=""""","=""""",0,3.73,,Kindle Edition,212,2017,2012,,2019/08/03,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",4,3.76,Penguin Classics,Paperback,541,2006,-700,2014/03/14,2014/02/23,"2014, april2013-april2014, classics, fiction, translation","2014 (#10), april2013-april2014 (#38), classics (#53), fiction (#146), translation (#15)",read,,,,1,,,0,,,,,
26067678,The Queue,Basma Abdel Aziz,"Aziz, Basma Abdel",Elisabeth  Jaquette,"=""1612195164""","=""9781612195162""",4,3.60,Melville House,Paperback,217,2016,2012,2018/11/21,2018/11/20,"2018, fiction, random-reading-project, women-authors, novel, translation","2018 (#71), fiction (#228), random-reading-project (#8), women-authors (#105), novel (#10), translation (#13)",read,"Stand aside Orwell and Kafka. Abdel Aziz, Egyptian journalist and psychiatrist specializing in treatment of torture victims, brings an important and fresh voice to dystopian realism. This is a work in translation, and the prose didn't sing to me, but that's the only reason for four instead of five stars. An incredible story that will have you at the edge of your seat. Revealing insights into middle eastern culture for those of us who aren't familiar with the region. An incredible read.",,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",5,4.36,Atria Books,Hardcover,337,2014,2012,2019/01/06,2018/09/07,"recommended-to-me, 2019, books-i-loved, favorites, fiction, best-of-2019, novel, translation","recommended-to-me (#31), 2019 (#2), books-i-loved (#68), favorites (#30), fiction (#239), best-of-2019 (#2), novel (#6), translation (#12)",read,"An absolutely perfect book. Poignant, funny, and suspenseful with unobtrusive yet compelling prose. An absolute must read. *******Spoilers below***********<br/>Trigger warning for car accidents, suicide, loss of a child, homophobia.",,,1,,,0,,,,,
32843,Around the World in Eighty Days,Jules Verne,"Verne, Jules","George M. Towle, Bruce Sterling","=""0812968565""","=""9780812968569""",3,3.93,Modern Library,Paperback,211,2003,1872,2019/02/02,2019/01/20,"2019, classics, fiction, novel, translation","2019 (#7), classics (#58), fiction (#243), novel (#4), translation (#10)",read,"I have no idea how to rate this book. It is definitely a product of it's times and all of the references to Indians (both in the Americas and subcontinent) as ignorant savages were pretty unnerving. The female character is also pretty lifeless. Also - maybe it's hard to enjoy a book that you've know the spoiler to for your entire life? I guess parts of this were entertaining, but mostly just glad I finished it.",,,1,,,0,,,,,
29807416,"Adventure Time Sugary Shorts, Volume 2",Pendleton Ward,"Ward, Pendleton",,"=""0606387307""","=""9780606387309""",3,3.99,Turtleback Books,Hardcover,128,2016,2015,2018/07/28,2018/07/28,"2018, graphic-novels-n-comics","2018 (#46), graphic-novels-n-comics (#10)",read,,,,1,,,0,,,,,
978098,Auschwitz,Laurence Rees,"Rees, Laurence",,"=""158648303X""","=""9781586483036""",0,4.27,PublicAffairs,Hardcover,400,2005,2005,,2019/05/27,wont-finish,wont-finish (#3),wont-finish,,,,0,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Perez,"Perez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.43,Harry N. Abrams,Hardcover,411,2019,2019,,2019/03/04,to-read-non-fiction,to-read-non-fiction (#6),to-read-non-fiction,,,,0,,,0,,,,,
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"Philbrick, Nathaniel",,"=""0141001828""","=""9780141001821""",5,4.16,Penguin Books,Paperback,302,2001,2000,2014/10/27,2014/10/21,"history, true_adventure, 2014, books-i-loved, favorites, history-isn-t-pretty","history (#15), true_adventure (#1), 2014 (#38), books-i-loved (#13), favorites (#9), history-isn-t-pretty (#3)",read,,,,1,,,0,,,,,
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",4,4.11,Harper Perennial Modern Classics,Paperback,176,2003,1971,2014/10/24,2014/10/18,"sci_fi, fiction, 2014, bookclub","sci_fi (#18), fiction (#15), 2014 (#37), bookclub (#2)",read,,,,1,,,0,,,,,
18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,"Simpson, Joe",,"=""0060730552""","=""9780060730550""",5,4.22,Harper Perennial,Paperback,218,2004,1988,,2013/06/12,"favorites, true_adventure, books-i-loved","favorites (#3), true_adventure (#3), books-i-loved (#17)",read,,,,1,,,0,,,,,
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"Willis, Connie",,"=""0553562738""","=""9780553562736""",5,4.03,Bantam Spectra,Mass Market Paperback,578,1992,1992,,2011/07/12,"time-travel, fiction","time-travel (#7), fiction (#102)",read,,,,1,,,0,,,,,
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""1594489254""","=""9781594489259""",5,3.90,Riverhead Books,Hardcover,299,2006,2006,2014/02/12,2014/02/08,"science, 2014, april2013-april2014, history, favorites, books-i-loved, recommended-to-me","science (#7), 2014 (#7), april2013-april2014 (#35), history (#7), favorites (#7), books-i-loved (#2), recommended-to-me (#25)",read,,,,1,,,0,,,,,
131304,Big Bang: The Origin of the Universe,Simon Singh,"Singh, Simon",,"=""0007162219""","=""9780007162215""",5,4.17,Harper Perennial,Paperback,560,2005,2004,,2013/01/03,"favorites, science, books-that-changed-how-i-think, books-i-loved","favorites (#2), science (#5), books-that-changed-how-i-think (#4), books-i-loved (#19)",read,,,,1,,,0,,,,,
12870068,The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language,Mark Forsyth,"Forsyth, Mark",,"=""""","=""""",5,4.22,Icon Books,Hardcover,252,2011,2011,2017/11/19,2017/11/11,"2017, language, books-i-loved, libby","2017 (#66), language (#14), books-i-loved (#51), libby (#11)",read,,,,1,,,0,,,,,
136960,Joheved (Rashi’s Daughters #1),Maggie Anton,"Anton, Maggie",,"=""0976305054""","=""9780976305057""",3,3.97,Banot Press,Paperback,369,2005,2005,,2011/03/23,"religious, re-read","religious (#13), re-read (#23)",read,,,,1,,,0,,,,,
3730120,"In the Land of Invented Languages: Esperanto Rock Stars, Klingon Poets, Loglan Lovers, and the Mad Dreamers Who Tried to Build a Perfect Language",Arika Okrent,"Okrent, Arika",,"=""0385527888""","=""9780385527880""",4,4.08,Spiegel & Grau,Hardcover,352,2009,2009,2013/08/04,2013/08/02,"april2013-april2014, language","april2013-april2014 (#14), language (#4)",read,,,,1,,,0,,,,,
21535375,Binary Star,Sarah Gerard,"Gerard, Sarah",,"=""1937512258""","=""9781937512255""",4,3.28,Two Dollar Radio,Paperback,166,2015,2015,2018/07/31,2018/07/19,"random-reading-project, fiction, women-authors, 2018, novel","random-reading-project (#4), fiction (#215), women-authors (#95), 2018 (#49), novel (#16)",read,,,,1,,,0,,,,,
462284,Miriam (Rashi’s Daughters #2),Maggie Anton,"Anton, Maggie",,"=""0452288630""","=""9780452288638""",3,4.04,Plume,Paperback,496,2007,2007,,2011/03/23,religious,religious (#14),read,,,,1,,,0,,,,,
35506451,"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",Sarah McBride,"McBride, Sarah",Joe Biden,"=""1524761478""","=""9781524761479""",5,4.43,Crown Archetype,Hardcover,272,2018,2018,2018/06/02,2018/06/02,"2018, books-that-changed-how-i-think, women-authors, libby, check-your-privilege, lgbtqia-authors","2018 (#31), books-that-changed-how-i-think (#22), women-authors (#85), libby (#12), check-your-privilege (#1), lgbtqia-authors (#2)",read,,,,1,,,0,,,,,
6368197,Rachel (Rashi’s Daughters #3),Maggie Anton,"Anton, Maggie",,"=""0452295688""","=""9780452295681""",3,3.99,Plume,Paperback,420,2009,2009,,2011/03/23,religious,religious (#12),read,,,,1,,,0,,,,,
6599315,"The Lexicographer's Dilemma: The Evolution of ""Proper"" English, from Shakespeare to South Park",Jack Lynch,"Lynch, Jack",,"=""0802717004""","=""9780802717009""",5,4.03,Walker Books,Hardcover,326,2009,2009,2017/01/14,2014/07/05,"language, 2017, books-that-changed-how-i-think, books-i-loved, favorites","language (#8), 2017 (#3), books-that-changed-how-i-think (#12), books-i-loved (#35), favorites (#13)",read,"Fantastic introduction to the prescriptivist/descriptivist ""debate"" in lexicography. The author is a great story teller, and keeps what could be a very dry topic witty and lively.",,,1,,,0,,,,,
187134,The Dance of Deception: A Guide to Authenticity and Truth-Telling in Women's Relationships,Harriet Lerner,"Lerner, Harriet",,"=""0060924632""","=""9780060924638""",3,4.01,William Morrow Paperbacks,Paperback,272,1993,1993,2018/03/29,2017/05/02,"development, 2018, women-authors","development (#17), 2018 (#20), women-authors (#82)",read,,,,1,,,0,,,,,
3754557,"A Code of Jewish Ethics, Volume 2: Love Your Neighbor as Yourself",Joseph Telushkin,"Telushkin, Joseph",,"=""1400048362""","=""9781400048366""",5,4.63,Harmony,Hardcover,512,2009,2009,,2011/03/24,"religious, books-i-loved","religious (#35), books-i-loved (#22)",read,,,,1,,,0,,,,,
188257,The God of Old: Inside the Lost World of the Bible,James L. Kugel,"Kugel, James L.",,"=""0743235851""","=""9780743235853""",4,3.88,Free Press,Paperback,288,2004,2003,2012/12/31,2011/09/14,religious,religious (#50),read,,,,1,,,0,,,,,
298230,Agnes Grey,Anne Brontë,"Brontë, Anne",Angeline Goreau,"=""0140432108""","=""9780140432107""",2,3.69,Penguin Books,Paperback,251,1988,1847,2017/01/19,2017/01/14,"classics, 2017, fiction, 2018, women-authors, novel, re-read","classics (#57), 2017 (#5), fiction (#190), 2018 (#62), women-authors (#100), novel (#12), re-read (#3)",read,,,,2,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",5,4.12,Penguin,Paperback,532,2003,1847,2016/03/30,2015/03/08,"classics, fiction, women-authors, 2016, books-i-loved, 2018, favorites, novel, re-read","classics (#39), fiction (#22), women-authors (#2), 2016 (#12), books-i-loved (#31), 2018 (#52), favorites (#27), novel (#14), re-read (#2)",read,,,,2,,,0,,,,,
34762552,Algorithms of Oppression: How Search Engines Reinforce Racism,Safiya Umoja Noble,"Noble, Safiya Umoja",,"=""1479837245""","=""9781479837243""",0,3.95,New York University Press,Paperback,256,2018,2018,,2019/02/01,wont-finish,wont-finish (#1),wont-finish,,,,0,,,0,,,,,
72579,Alias Grace,Margaret Atwood,"Atwood, Margaret",,"=""0385475713""","=""9780385475716""",4,4.03,Doubleday Nan A. Talese,Hardcover,468,1996,1996,2018/01/02,2017/12/29,"fiction, women-authors, 2018, libby, novel","fiction (#54), women-authors (#72), 2018 (#1), libby (#7), novel (#19)",read,,,,1,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",2,4.11,Anchor Books,Paperback,314,1998,1985,2018/02/02,2018/01/29,"2018, fiction, women-authors, libby, postfemanist-apocalypse, novel","2018 (#9), fiction (#57), women-authors (#78), libby (#5), postfemanist-apocalypse (#3), novel (#18)",read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",4,4.40,Crown,Hardcover,369,2014,2012,2018/04/03,2018/04/03,"2018, sci_fi, science, booksale, fiction, novel","2018 (#21), sci_fi (#23), science (#27), booksale (#24), fiction (#209), novel (#17)",read,,,,1,,,0,,,,,
37796866,Vox,Christina Dalcher,"Dalcher, Christina",,"=""0440000785""","=""9780440000785""",1,3.56,Berkley,Hardcover,336,2018,2018,2018/10/19,2018/08/04,"2018, women-authors, libby, postfemanist-apocalypse, novel","2018 (#64), women-authors (#101), libby (#19), postfemanist-apocalypse (#2), novel (#11)",read,,,,1,,,0,,,,,
8628133,The Saturday Big Tent Wedding Party (No. 1 Ladies' Detective Agency #12),Alexander McCall Smith,"Smith, Alexander McCall",,"=""030737839X""","=""9780307378392""",4,4.07,Pantheon,Hardcover,213,2011,2011,2019/03/06,2019/02/24,"2019, mystery","2019 (#14), mystery (#6)",read,,,,1,,,0,,,,,
